inst#,actual,predicted,error,prediction,id
5918,1:?,10:Upside,,0.499,35918
5919,1:?,1:Clap,,0.217,35919
5920,1:?,1:Clap,,0.307,35920
5921,1:?,8:Shrug,,0.881,35921
5922,1:?,9:Think,,0.436,35922
5923,1:?,6:Hands,,0.311,35923
5924,1:?,10:Upside,,0.413,35924
5925,1:?,4:Explode,,1,35925
5926,1:?,3:Disappoint,,0.261,35926
5927,1:?,2:Cry,,0.978,35927
5928,1:?,8:Shrug,,0.418,35928
5929,1:?,2:Cry,,0.438,35929
5930,1:?,4:Explode,,0.659,35930
5931,1:?,1:Clap,,0.338,35931
5932,1:?,1:Clap,,0.559,35932
5933,1:?,6:Hands,,1,35933
5934,1:?,7:Neutral,,0.381,35934
5935,1:?,4:Explode,,0.381,35935
5936,1:?,1:Clap,,0.561,35936
5937,1:?,8:Shrug,,0.645,35937
5938,1:?,4:Explode,,0.285,35938
5939,1:?,1:Clap,,0.43,35939
5940,1:?,9:Think,,0.337,35940
5941,1:?,9:Think,,0.603,35941
5942,1:?,2:Cry,,0.229,35942
5943,1:?,1:Clap,,0.338,35943
5944,1:?,10:Upside,,0.377,35944
5945,1:?,7:Neutral,,0.988,35945
5946,1:?,1:Clap,,0.461,35946
5947,1:?,8:Shrug,,0.395,35947
5948,1:?,1:Clap,,0.217,35948
5949,1:?,3:Disappoint,,0.474,35949
5950,1:?,4:Explode,,0.907,35950
5951,1:?,1:Clap,,0.292,35951
5952,1:?,1:Clap,,0.356,35952
5953,1:?,1:Clap,,0.356,35953
5954,1:?,9:Think,,1,35954
5955,1:?,10:Upside,,0.548,35955
5956,1:?,2:Cry,,0.849,35956
5957,1:?,7:Neutral,,0.545,35957
5958,1:?,9:Think,,0.803,35958
5959,1:?,1:Clap,,0.626,35959
5960,1:?,7:Neutral,,0.995,35960
5961,1:?,2:Cry,,0.327,35961
5962,1:?,6:Hands,,0.375,35962
5963,1:?,6:Hands,,1,35963
5964,1:?,9:Think,,0.967,35964
5965,1:?,2:Cry,,0.389,35965
5966,1:?,2:Cry,,0.428,35966
5967,1:?,1:Clap,,0.217,35967
5968,1:?,9:Think,,0.575,35968
5969,1:?,9:Think,,0.521,35969
5970,1:?,10:Upside,,0.57,35970
5971,1:?,6:Hands,,1,35971
5972,1:?,2:Cry,,0.859,35972
5973,1:?,10:Upside,,0.887,35973
5974,1:?,2:Cry,,0.415,35974
5975,1:?,9:Think,,0.467,35975
5976,1:?,2:Cry,,0.588,35976
5977,1:?,2:Cry,,0.859,35977
5978,1:?,4:Explode,,0.807,35978
5979,1:?,10:Upside,,0.32,35979
5980,1:?,10:Upside,,0.755,35980
5981,1:?,1:Clap,,0.338,35981
5982,1:?,6:Hands,,0.548,35982
5983,1:?,10:Upside,,0.251,35983
5984,1:?,8:Shrug,,0.388,35984
5985,1:?,1:Clap,,0.287,35985
5986,1:?,9:Think,,0.586,35986
5987,1:?,8:Shrug,,0.884,35987
5988,1:?,1:Clap,,0.319,35988
5989,1:?,5:FacePalm,,1,35989
5990,1:?,8:Shrug,,0.454,35990
5991,1:?,10:Upside,,0.479,35991
5992,1:?,10:Upside,,0.444,35992
5993,1:?,1:Clap,,0.222,35993
5994,1:?,1:Clap,,0.881,35994
5995,1:?,7:Neutral,,0.191,35995
5996,1:?,6:Hands,,1,35996
5997,1:?,6:Hands,,0.747,35997
5998,1:?,8:Shrug,,0.851,35998
5999,1:?,6:Hands,,0.422,35999
6000,1:?,1:Clap,,0.604,36000
6001,1:?,2:Cry,,0.859,36001
6002,1:?,2:Cry,,0.299,36002
6003,1:?,7:Neutral,,0.277,36003
6004,1:?,1:Clap,,0.472,36004
6005,1:?,6:Hands,,1,36005
6006,1:?,7:Neutral,,0.999,36006
6007,1:?,10:Upside,,0.599,36007
6008,1:?,6:Hands,,0.962,36008
6009,1:?,10:Upside,,0.411,36009
6010,1:?,1:Clap,,0.338,36010
6011,1:?,9:Think,,0.46,36011
6012,1:?,1:Clap,,0.656,36012
6013,1:?,8:Shrug,,0.561,36013
6014,1:?,6:Hands,,0.729,36014
6015,1:?,10:Upside,,0.739,36015
6016,1:?,2:Cry,,0.39,36016
6017,1:?,8:Shrug,,0.834,36017
6018,1:?,8:Shrug,,0.671,36018
6019,1:?,9:Think,,0.474,36019
6020,1:?,1:Clap,,0.353,36020
6021,1:?,10:Upside,,0.924,36021
6022,1:?,1:Clap,,0.461,36022
6023,1:?,10:Upside,,0.668,36023
6024,1:?,8:Shrug,,0.332,36024
6025,1:?,10:Upside,,0.506,36025
6026,1:?,1:Clap,,0.31,36026
6027,1:?,9:Think,,0.429,36027
6028,1:?,5:FacePalm,,0.463,36028
6029,1:?,7:Neutral,,0.222,36029
6030,1:?,7:Neutral,,0.654,36030
6031,1:?,9:Think,,0.377,36031
6032,1:?,9:Think,,0.556,36032
6033,1:?,1:Clap,,0.217,36033
6034,1:?,3:Disappoint,,0.299,36034
6035,1:?,1:Clap,,0.217,36035
6036,1:?,2:Cry,,0.62,36036
6037,1:?,6:Hands,,1,36037
6038,1:?,9:Think,,1,36038
6039,1:?,2:Cry,,0.628,36039
6040,1:?,8:Shrug,,0.995,36040
6041,1:?,9:Think,,0.533,36041
6042,1:?,1:Clap,,0.278,36042
6043,1:?,10:Upside,,0.426,36043
6044,1:?,2:Cry,,0.428,36044
6045,1:?,5:FacePalm,,0.261,36045
6046,1:?,2:Cry,,0.398,36046
6047,1:?,9:Think,,0.704,36047
6048,1:?,9:Think,,0.463,36048
6049,1:?,7:Neutral,,0.354,36049
6050,1:?,9:Think,,0.61,36050
6051,1:?,10:Upside,,0.955,36051
6052,1:?,7:Neutral,,0.226,36052
6053,1:?,1:Clap,,0.298,36053
6054,1:?,7:Neutral,,0.55,36054
6055,1:?,9:Think,,0.504,36055
6056,1:?,7:Neutral,,0.997,36056
6057,1:?,2:Cry,,0.826,36057
6058,1:?,9:Think,,0.467,36058
6059,1:?,7:Neutral,,0.416,36059
6060,1:?,10:Upside,,0.535,36060
6061,1:?,8:Shrug,,0.318,36061
6062,1:?,1:Clap,,0.338,36062
6063,1:?,8:Shrug,,0.261,36063
6064,1:?,6:Hands,,0.282,36064
6065,1:?,7:Neutral,,0.899,36065
6066,1:?,9:Think,,0.986,36066
6067,1:?,1:Clap,,0.217,36067
6068,1:?,2:Cry,,0.472,36068
6069,1:?,2:Cry,,0.305,36069
6070,1:?,1:Clap,,0.217,36070
6071,1:?,1:Clap,,0.447,36071
6072,1:?,10:Upside,,0.536,36072
6073,1:?,4:Explode,,0.423,36073
6074,1:?,9:Think,,0.326,36074
6075,1:?,7:Neutral,,0.999,36075
6076,1:?,1:Clap,,0.338,36076
6077,1:?,1:Clap,,0.338,36077
6078,1:?,9:Think,,0.478,36078
6079,1:?,6:Hands,,1,36079
6080,1:?,1:Clap,,0.483,36080
6081,1:?,3:Disappoint,,1,36081
6082,1:?,1:Clap,,0.435,36082
6083,1:?,2:Cry,,0.389,36083
6084,1:?,10:Upside,,0.859,36084
6085,1:?,1:Clap,,0.208,36085
6086,1:?,10:Upside,,0.281,36086
6087,1:?,10:Upside,,0.547,36087
6088,1:?,9:Think,,0.585,36088
6089,1:?,10:Upside,,0.498,36089
6090,1:?,1:Clap,,0.49,36090
6091,1:?,1:Clap,,0.705,36091
6092,1:?,10:Upside,,0.843,36092
6093,1:?,7:Neutral,,0.857,36093
6094,1:?,6:Hands,,1,36094
6095,1:?,1:Clap,,0.22,36095
6096,1:?,1:Clap,,0.331,36096
6097,1:?,1:Clap,,0.217,36097
6098,1:?,8:Shrug,,0.921,36098
6099,1:?,10:Upside,,0.252,36099
6100,1:?,1:Clap,,0.217,36100
6101,1:?,1:Clap,,0.456,36101
6102,1:?,7:Neutral,,0.444,36102
6103,1:?,9:Think,,0.802,36103
6104,1:?,9:Think,,0.3,36104
6105,1:?,2:Cry,,0.368,36105
6106,1:?,1:Clap,,0.829,36106
6107,1:?,9:Think,,0.65,36107
6108,1:?,7:Neutral,,0.892,36108
6109,1:?,3:Disappoint,,0.801,36109
6110,1:?,8:Shrug,,0.615,36110
6111,1:?,9:Think,,0.381,36111
6112,1:?,10:Upside,,0.85,36112
6113,1:?,4:Explode,,0.285,36113
6114,1:?,9:Think,,0.709,36114
6115,1:?,6:Hands,,1,36115
6116,1:?,4:Explode,,0.176,36116
6117,1:?,2:Cry,,0.702,36117
6118,1:?,2:Cry,,0.965,36118
6119,1:?,9:Think,,0.478,36119
6120,1:?,8:Shrug,,0.461,36120
6121,1:?,2:Cry,,0.264,36121
6122,1:?,7:Neutral,,0.499,36122
6123,1:?,7:Neutral,,0.999,36123
6124,1:?,1:Clap,,0.839,36124
6125,1:?,9:Think,,0.303,36125
6126,1:?,7:Neutral,,0.488,36126
6127,1:?,1:Clap,,0.217,36127
6128,1:?,2:Cry,,0.492,36128
6129,1:?,10:Upside,,0.926,36129
6130,1:?,10:Upside,,0.844,36130
6131,1:?,9:Think,,0.313,36131
6132,1:?,2:Cry,,0.437,36132
6133,1:?,10:Upside,,0.615,36133
6134,1:?,7:Neutral,,0.763,36134
6135,1:?,2:Cry,,0.859,36135
6136,1:?,2:Cry,,0.432,36136
6137,1:?,10:Upside,,0.399,36137
6138,1:?,1:Clap,,0.217,36138
6139,1:?,1:Clap,,0.348,36139
6140,1:?,1:Clap,,0.524,36140
6141,1:?,10:Upside,,0.659,36141
6142,1:?,2:Cry,,0.341,36142
6143,1:?,6:Hands,,1,36143
6144,1:?,1:Clap,,0.217,36144
6145,1:?,1:Clap,,0.338,36145
6146,1:?,1:Clap,,0.895,36146
6147,1:?,9:Think,,1,36147
6148,1:?,10:Upside,,0.917,36148
6149,1:?,1:Clap,,0.916,36149
6150,1:?,9:Think,,0.709,36150
6151,1:?,4:Explode,,0.48,36151
6152,1:?,1:Clap,,0.217,36152
6153,1:?,1:Clap,,0.217,36153
6154,1:?,9:Think,,0.562,36154
6155,1:?,2:Cry,,0.469,36155
6156,1:?,7:Neutral,,0.993,36156
6157,1:?,10:Upside,,0.912,36157
6158,1:?,7:Neutral,,0.222,36158
6159,1:?,6:Hands,,0.53,36159
6160,1:?,1:Clap,,0.217,36160
6161,1:?,1:Clap,,0.447,36161
6162,1:?,8:Shrug,,0.256,36162
6163,1:?,2:Cry,,0.772,36163
6164,1:?,2:Cry,,0.646,36164
6165,1:?,1:Clap,,0.266,36165
6166,1:?,4:Explode,,1,36166
6167,1:?,1:Clap,,0.338,36167
6168,1:?,7:Neutral,,0.5,36168
6169,1:?,10:Upside,,0.367,36169
6170,1:?,9:Think,,0.489,36170
6171,1:?,2:Cry,,0.651,36171
6172,1:?,9:Think,,1,36172
6173,1:?,2:Cry,,0.827,36173
6174,1:?,9:Think,,0.227,36174
6175,1:?,9:Think,,0.801,36175
6176,1:?,4:Explode,,0.811,36176
6177,1:?,6:Hands,,0.674,36177
6178,1:?,7:Neutral,,0.559,36178
6179,1:?,1:Clap,,0.832,36179
6180,1:?,2:Cry,,0.674,36180
6181,1:?,4:Explode,,0.757,36181
6182,1:?,9:Think,,0.236,36182
6183,1:?,9:Think,,0.435,36183
6184,1:?,3:Disappoint,,0.983,36184
6185,1:?,10:Upside,,0.972,36185
6186,1:?,1:Clap,,0.494,36186
6187,1:?,6:Hands,,1,36187
6188,1:?,4:Explode,,0.339,36188
6189,1:?,4:Explode,,1,36189
6190,1:?,8:Shrug,,0.914,36190
6191,1:?,8:Shrug,,0.987,36191
6192,1:?,9:Think,,0.26,36192
6193,1:?,7:Neutral,,0.993,36193
6194,1:?,8:Shrug,,0.568,36194
6195,1:?,4:Explode,,0.849,36195
6196,1:?,9:Think,,0.497,36196
6197,1:?,1:Clap,,0.254,36197
6198,1:?,10:Upside,,0.737,36198
6199,1:?,2:Cry,,0.504,36199
6200,1:?,7:Neutral,,0.381,36200
6201,1:?,1:Clap,,0.31,36201
6202,1:?,2:Cry,,0.419,36202
6203,1:?,8:Shrug,,0.557,36203
6204,1:?,1:Clap,,0.36,36204
6205,1:?,4:Explode,,0.388,36205
6206,1:?,1:Clap,,0.619,36206
6207,1:?,9:Think,,0.691,36207
6208,1:?,7:Neutral,,0.999,36208
6209,1:?,1:Clap,,0.746,36209
6210,1:?,10:Upside,,1,36210
6211,1:?,1:Clap,,0.369,36211
6212,1:?,10:Upside,,0.499,36212
6213,1:?,9:Think,,0.443,36213
6214,1:?,7:Neutral,,0.804,36214
6215,1:?,1:Clap,,0.504,36215
6216,1:?,1:Clap,,0.659,36216
6217,1:?,6:Hands,,1,36217
6218,1:?,1:Clap,,0.217,36218
6219,1:?,6:Hands,,0.921,36219
6220,1:?,5:FacePalm,,1,36220
6221,1:?,9:Think,,0.454,36221
6222,1:?,1:Clap,,0.604,36222
6223,1:?,7:Neutral,,0.449,36223
6224,1:?,8:Shrug,,0.603,36224
6225,1:?,2:Cry,,0.468,36225
6226,1:?,7:Neutral,,0.331,36226
6227,1:?,8:Shrug,,0.494,36227
6228,1:?,7:Neutral,,0.289,36228
6229,1:?,1:Clap,,0.338,36229
6230,1:?,5:FacePalm,,0.796,36230
6231,1:?,9:Think,,0.64,36231
6232,1:?,1:Clap,,0.217,36232
6233,1:?,2:Cry,,0.919,36233
6234,1:?,1:Clap,,0.508,36234
6235,1:?,1:Clap,,0.742,36235
6236,1:?,1:Clap,,0.217,36236
6237,1:?,8:Shrug,,0.768,36237
6238,1:?,9:Think,,1,36238
6239,1:?,7:Neutral,,0.607,36239
6240,1:?,9:Think,,0.408,36240
6241,1:?,10:Upside,,0.742,36241
6242,1:?,7:Neutral,,0.269,36242
6243,1:?,10:Upside,,0.571,36243
6244,1:?,1:Clap,,0.31,36244
6245,1:?,7:Neutral,,0.881,36245
6246,1:?,10:Upside,,0.891,36246
6247,1:?,7:Neutral,,0.716,36247
6248,1:?,5:FacePalm,,1,36248
6249,1:?,2:Cry,,0.859,36249
6250,1:?,10:Upside,,0.742,36250
6251,1:?,7:Neutral,,0.222,36251
6252,1:?,1:Clap,,0.262,36252
6253,1:?,7:Neutral,,0.958,36253
6254,1:?,10:Upside,,0.841,36254
6255,1:?,7:Neutral,,0.222,36255
6256,1:?,8:Shrug,,0.998,36256
6257,1:?,9:Think,,0.475,36257
6258,1:?,10:Upside,,0.506,36258
6259,1:?,9:Think,,0.397,36259
6260,1:?,2:Cry,,0.408,36260
6261,1:?,2:Cry,,0.335,36261
6262,1:?,8:Shrug,,0.542,36262
6263,1:?,10:Upside,,0.396,36263
6264,1:?,1:Clap,,0.698,36264
6265,1:?,1:Clap,,0.404,36265
6266,1:?,1:Clap,,0.338,36266
6267,1:?,10:Upside,,0.416,36267
6268,1:?,2:Cry,,0.35,36268
6269,1:?,9:Think,,0.958,36269
6270,1:?,1:Clap,,0.38,36270
6271,1:?,9:Think,,0.835,36271
6272,1:?,10:Upside,,0.324,36272
6273,1:?,2:Cry,,0.461,36273
6274,1:?,10:Upside,,0.632,36274
6275,1:?,2:Cry,,0.526,36275
6276,1:?,2:Cry,,0.327,36276
6277,1:?,10:Upside,,0.771,36277
6278,1:?,1:Clap,,0.276,36278
6279,1:?,10:Upside,,0.962,36279
6280,1:?,2:Cry,,0.771,36280
6281,1:?,8:Shrug,,0.467,36281
6282,1:?,8:Shrug,,0.849,36282
6283,1:?,10:Upside,,0.31,36283
6284,1:?,3:Disappoint,,0.749,36284
6285,1:?,10:Upside,,0.457,36285
6286,1:?,3:Disappoint,,0.999,36286
6287,1:?,10:Upside,,0.401,36287
6288,1:?,4:Explode,,0.543,36288
6289,1:?,8:Shrug,,0.882,36289
6290,1:?,8:Shrug,,0.625,36290
6291,1:?,1:Clap,,0.217,36291
6292,1:?,1:Clap,,0.871,36292
6293,1:?,1:Clap,,0.916,36293
6294,1:?,9:Think,,0.876,36294
6295,1:?,8:Shrug,,0.791,36295
6296,1:?,7:Neutral,,0.192,36296
6297,1:?,1:Clap,,0.619,36297
6298,1:?,7:Neutral,,0.999,36298
6299,1:?,10:Upside,,0.296,36299
6300,1:?,2:Cry,,0.341,36300
6301,1:?,9:Think,,0.443,36301
6302,1:?,7:Neutral,,0.468,36302
6303,1:?,9:Think,,1,36303
6304,1:?,1:Clap,,0.866,36304
6305,1:?,8:Shrug,,0.357,36305
6306,1:?,9:Think,,1,36306
6307,1:?,1:Clap,,0.337,36307
6308,1:?,1:Clap,,0.481,36308
6309,1:?,2:Cry,,0.143,36309
6310,1:?,2:Cry,,0.389,36310
6311,1:?,1:Clap,,0.991,36311
6312,1:?,1:Clap,,0.251,36312
6313,1:?,1:Clap,,0.197,36313
6314,1:?,4:Explode,,0.313,36314
6315,1:?,2:Cry,,0.219,36315
6316,1:?,6:Hands,,1,36316
6317,1:?,8:Shrug,,0.557,36317
6318,1:?,2:Cry,,0.34,36318
6319,1:?,8:Shrug,,0.42,36319
6320,1:?,1:Clap,,0.619,36320
6321,1:?,10:Upside,,0.527,36321
6322,1:?,2:Cry,,0.859,36322
6323,1:?,6:Hands,,1,36323
6324,1:?,1:Clap,,0.288,36324
6325,1:?,8:Shrug,,0.595,36325
6326,1:?,2:Cry,,0.839,36326
6327,1:?,9:Think,,0.79,36327
6328,1:?,6:Hands,,0.855,36328
6329,1:?,2:Cry,,0.258,36329
6330,1:?,8:Shrug,,0.921,36330
6331,1:?,7:Neutral,,0.982,36331
6332,1:?,6:Hands,,1,36332
6333,1:?,2:Cry,,0.224,36333
6334,1:?,2:Cry,,0.242,36334
6335,1:?,7:Neutral,,0.521,36335
6336,1:?,1:Clap,,0.526,36336
6337,1:?,1:Clap,,0.337,36337
6338,1:?,10:Upside,,0.64,36338
6339,1:?,8:Shrug,,0.36,36339
6340,1:?,10:Upside,,0.374,36340
6341,1:?,9:Think,,0.995,36341
6342,1:?,8:Shrug,,0.849,36342
6343,1:?,9:Think,,0.391,36343
6344,1:?,7:Neutral,,0.449,36344
6345,1:?,8:Shrug,,0.682,36345
6346,1:?,1:Clap,,0.262,36346
6347,1:?,7:Neutral,,0.352,36347
6348,1:?,2:Cry,,0.779,36348
6349,1:?,7:Neutral,,0.931,36349
6350,1:?,7:Neutral,,0.645,36350
6351,1:?,7:Neutral,,0.629,36351
6352,1:?,3:Disappoint,,0.43,36352
6353,1:?,1:Clap,,0.337,36353
6354,1:?,8:Shrug,,0.374,36354
6355,1:?,1:Clap,,0.55,36355
6356,1:?,10:Upside,,0.273,36356
6357,1:?,1:Clap,,0.483,36357
6358,1:?,1:Clap,,0.337,36358
6359,1:?,1:Clap,,0.337,36359
6360,1:?,3:Disappoint,,0.399,36360
6361,1:?,1:Clap,,0.337,36361
6362,1:?,9:Think,,0.703,36362
6363,1:?,10:Upside,,0.821,36363
6364,1:?,9:Think,,0.849,36364
6365,1:?,2:Cry,,0.868,36365
6366,1:?,1:Clap,,0.337,36366
6367,1:?,9:Think,,0.644,36367
6368,1:?,8:Shrug,,0.882,36368
6369,1:?,9:Think,,0.444,36369
6370,1:?,4:Explode,,1,36370
6371,1:?,8:Shrug,,0.681,36371
6372,1:?,10:Upside,,0.653,36372
6373,1:?,4:Explode,,1,36373
6374,1:?,7:Neutral,,0.465,36374
6375,1:?,1:Clap,,0.308,36375
6376,1:?,9:Think,,1,36376
6377,1:?,2:Cry,,0.936,36377
6378,1:?,10:Upside,,0.38,36378
6379,1:?,1:Clap,,0.387,36379
6380,1:?,1:Clap,,0.264,36380
6381,1:?,7:Neutral,,0.671,36381
6382,1:?,10:Upside,,0.825,36382
6383,1:?,2:Cry,,0.493,36383
6384,1:?,9:Think,,0.789,36384
6385,1:?,5:FacePalm,,0.648,36385
6386,1:?,10:Upside,,0.513,36386
6387,1:?,7:Neutral,,0.997,36387
6388,1:?,1:Clap,,0.447,36388
6389,1:?,7:Neutral,,0.222,36389
6390,1:?,7:Neutral,,0.341,36390
6391,1:?,10:Upside,,0.903,36391
6392,1:?,9:Think,,0.434,36392
6393,1:?,1:Clap,,0.421,36393
6394,1:?,6:Hands,,0.375,36394
6395,1:?,1:Clap,,0.217,36395
6396,1:?,8:Shrug,,0.243,36396
6397,1:?,8:Shrug,,0.23,36397
6398,1:?,1:Clap,,0.356,36398
6399,1:?,7:Neutral,,0.486,36399
6400,1:?,1:Clap,,0.456,36400
6401,1:?,6:Hands,,1,36401
6402,1:?,1:Clap,,0.254,36402
6403,1:?,3:Disappoint,,1,36403
6404,1:?,1:Clap,,0.337,36404
6405,1:?,1:Clap,,0.337,36405
6406,1:?,9:Think,,0.569,36406
6407,1:?,1:Clap,,0.916,36407
6408,1:?,6:Hands,,0.868,36408
6409,1:?,1:Clap,,0.217,36409
6410,1:?,5:FacePalm,,1,36410
6411,1:?,7:Neutral,,0.576,36411
6412,1:?,7:Neutral,,0.414,36412
6413,1:?,4:Explode,,0.358,36413
6414,1:?,4:Explode,,0.63,36414
6415,1:?,9:Think,,0.598,36415
6416,1:?,2:Cry,,0.224,36416
6417,1:?,8:Shrug,,0.572,36417
6418,1:?,9:Think,,0.454,36418
6419,1:?,1:Clap,,0.322,36419
6420,1:?,9:Think,,1,36420
6421,1:?,8:Shrug,,0.433,36421
6422,1:?,8:Shrug,,0.656,36422
6423,1:?,9:Think,,0.405,36423
6424,1:?,2:Cry,,0.859,36424
6425,1:?,4:Explode,,1,36425
6426,1:?,9:Think,,1,36426
6427,1:?,2:Cry,,0.294,36427
6428,1:?,1:Clap,,0.353,36428
6429,1:?,7:Neutral,,0.351,36429
6430,1:?,10:Upside,,1,36430
6431,1:?,2:Cry,,0.502,36431
6432,1:?,7:Neutral,,0.872,36432
6433,1:?,3:Disappoint,,0.495,36433
6434,1:?,1:Clap,,0.337,36434
6435,1:?,9:Think,,0.485,36435
6436,1:?,1:Clap,,0.337,36436
6437,1:?,7:Neutral,,0.826,36437
6438,1:?,9:Think,,0.253,36438
6439,1:?,9:Think,,0.779,36439
6440,1:?,9:Think,,0.874,36440
6441,1:?,6:Hands,,1,36441
6442,1:?,2:Cry,,0.26,36442
6443,1:?,8:Shrug,,0.274,36443
6444,1:?,4:Explode,,0.385,36444
6445,1:?,9:Think,,1,36445
6446,1:?,9:Think,,0.683,36446
6447,1:?,1:Clap,,0.369,36447
6448,1:?,6:Hands,,0.927,36448
6449,1:?,7:Neutral,,0.382,36449
6450,1:?,4:Explode,,1,36450
6451,1:?,9:Think,,0.519,36451
6452,1:?,7:Neutral,,0.222,36452
6453,1:?,9:Think,,0.978,36453
6454,1:?,8:Shrug,,0.958,36454
6455,1:?,1:Clap,,0.262,36455
6456,1:?,9:Think,,0.986,36456
6457,1:?,1:Clap,,0.217,36457
6458,1:?,10:Upside,,0.789,36458
6459,1:?,2:Cry,,0.365,36459
6460,1:?,3:Disappoint,,0.378,36460
6461,1:?,4:Explode,,1,36461
6462,1:?,9:Think,,0.569,36462
6463,1:?,1:Clap,,0.916,36463
6464,1:?,9:Think,,0.435,36464
6465,1:?,9:Think,,0.455,36465
6466,1:?,7:Neutral,,0.923,36466
6467,1:?,1:Clap,,0.337,36467
6468,1:?,1:Clap,,0.324,36468
6469,1:?,2:Cry,,0.984,36469
6470,1:?,10:Upside,,0.446,36470
6471,1:?,7:Neutral,,0.707,36471
6472,1:?,3:Disappoint,,0.614,36472
6473,1:?,3:Disappoint,,0.619,36473
6474,1:?,10:Upside,,0.313,36474
6475,1:?,1:Clap,,0.217,36475
6476,1:?,6:Hands,,1,36476
6477,1:?,10:Upside,,0.551,36477
6478,1:?,1:Clap,,0.839,36478
6479,1:?,1:Clap,,0.706,36479
6480,1:?,10:Upside,,0.329,36480
6481,1:?,3:Disappoint,,1,36481
6482,1:?,7:Neutral,,0.646,36482
6483,1:?,4:Explode,,0.518,36483
6484,1:?,7:Neutral,,0.794,36484
6485,1:?,1:Clap,,0.217,36485
6486,1:?,10:Upside,,0.742,36486
6487,1:?,1:Clap,,0.217,36487
6488,1:?,4:Explode,,0.285,36488
6489,1:?,2:Cry,,0.322,36489
6490,1:?,5:FacePalm,,0.79,36490
6491,1:?,8:Shrug,,0.842,36491
6492,1:?,7:Neutral,,0.399,36492
6493,1:?,8:Shrug,,0.53,36493
6494,1:?,9:Think,,1,36494
6495,1:?,5:FacePalm,,0.53,36495
6496,1:?,1:Clap,,0.297,36496
6497,1:?,10:Upside,,0.534,36497
6498,1:?,9:Think,,0.552,36498
6499,1:?,8:Shrug,,0.954,36499
6500,1:?,10:Upside,,0.575,36500
6501,1:?,10:Upside,,1,36501
6502,1:?,8:Shrug,,0.822,36502
6503,1:?,4:Explode,,0.279,36503
6504,1:?,1:Clap,,0.706,36504
6505,1:?,8:Shrug,,0.511,36505
6506,1:?,9:Think,,0.965,36506
6507,1:?,9:Think,,0.694,36507
6508,1:?,1:Clap,,0.293,36508
6509,1:?,8:Shrug,,0.209,36509
6510,1:?,1:Clap,,0.337,36510
6511,1:?,10:Upside,,0.743,36511
6512,1:?,9:Think,,0.496,36512
6513,1:?,2:Cry,,0.483,36513
6514,1:?,2:Cry,,0.273,36514
6515,1:?,7:Neutral,,0.465,36515
6516,1:?,9:Think,,0.631,36516
6517,1:?,8:Shrug,,0.493,36517
6518,1:?,7:Neutral,,0.238,36518
6519,1:?,7:Neutral,,0.506,36519
6520,1:?,9:Think,,0.484,36520
6521,1:?,7:Neutral,,0.339,36521
6522,1:?,7:Neutral,,0.357,36522
6523,1:?,6:Hands,,0.324,36523
6524,1:?,1:Clap,,0.337,36524
6525,1:?,8:Shrug,,0.88,36525
6526,1:?,6:Hands,,1,36526
6527,1:?,1:Clap,,0.608,36527
6528,1:?,9:Think,,0.343,36528
6529,1:?,1:Clap,,0.577,36529
6530,1:?,9:Think,,0.939,36530
6531,1:?,10:Upside,,0.99,36531
6532,1:?,8:Shrug,,0.292,36532
6533,1:?,9:Think,,0.444,36533
6534,1:?,6:Hands,,1,36534
6535,1:?,7:Neutral,,0.993,36535
6536,1:?,6:Hands,,1,36536
6537,1:?,10:Upside,,0.404,36537
6538,1:?,1:Clap,,0.337,36538
6539,1:?,1:Clap,,0.634,36539
6540,1:?,1:Clap,,0.337,36540
6541,1:?,4:Explode,,1,36541
6542,1:?,6:Hands,,0.998,36542
6543,1:?,6:Hands,,0.375,36543
6544,1:?,1:Clap,,0.229,36544
6545,1:?,9:Think,,0.758,36545
6546,1:?,1:Clap,,0.626,36546
6547,1:?,7:Neutral,,0.304,36547
6548,1:?,1:Clap,,0.262,36548
6549,1:?,6:Hands,,0.927,36549
6550,1:?,9:Think,,0.824,36550
6551,1:?,9:Think,,0.951,36551
6552,1:?,1:Clap,,0.337,36552
6553,1:?,8:Shrug,,0.36,36553
6554,1:?,4:Explode,,1,36554
6555,1:?,1:Clap,,0.217,36555
6556,1:?,4:Explode,,0.331,36556
6557,1:?,1:Clap,,0.259,36557
6558,1:?,6:Hands,,0.22,36558
6559,1:?,1:Clap,,0.754,36559
6560,1:?,9:Think,,0.691,36560
6561,1:?,1:Clap,,0.217,36561
6562,1:?,1:Clap,,0.298,36562
6563,1:?,2:Cry,,0.193,36563
6564,1:?,7:Neutral,,0.545,36564
6565,1:?,7:Neutral,,0.439,36565
6566,1:?,6:Hands,,0.375,36566
6567,1:?,9:Think,,1,36567
6568,1:?,7:Neutral,,0.295,36568
6569,1:?,9:Think,,0.444,36569
6570,1:?,2:Cry,,0.859,36570
6571,1:?,7:Neutral,,0.457,36571
6572,1:?,4:Explode,,0.545,36572
6573,1:?,10:Upside,,0.615,36573
6574,1:?,10:Upside,,0.323,36574
6575,1:?,3:Disappoint,,0.999,36575
6576,1:?,1:Clap,,0.251,36576
6577,1:?,1:Clap,,0.256,36577
6578,1:?,10:Upside,,0.98,36578
6579,1:?,2:Cry,,0.614,36579
6580,1:?,10:Upside,,0.999,36580
6581,1:?,10:Upside,,0.346,36581
6582,1:?,9:Think,,0.49,36582
6583,1:?,3:Disappoint,,0.76,36583
